Country,Crop,Production,Global_Production_Share_%,Water_Stress,Agriculture_Withdrawal_Share,Risk_Category,Hotspot_Score
Guinea,Maize (corn),814706.25,0.04403160479549845,1.369230769,67.41573034,Lower water stress,0.00040644558267678856
Guinea,Potatoes,457632.43,0.06152907225100339,1.369230769,67.41573034,Lower water stress,0.0005679606668612269
Guinea,Rice,3158100.0,0.23648032048839557,1.369230769,67.41573034,Lower water stress,0.0021828952657734165
Guinea,Sugar cane,321503.01,0.013191936423657456,1.369230769,67.41573034,Lower water stress,0.00012177172081851457
Guinea-Bissau,Maize (corn),20328.0,0.0010986468586473865,1.495726496,75.78947368,Lower water stress,1.2454296374916148e-05
Guinea-Bissau,Rice,224000.0,0.016773247138912827,1.495726496,75.78947368,Lower water stress,0.00019014207285398643
Guinea-Bissau,Sugar cane,7059.9,0.000289682363961007,1.495726496,75.78947368,Lower water stress,3.283848660704758e-06
Guyana,Maize (corn),4000.0,0.00021618395486961561,3.298401827,94.34484668,Lower water stress,6.727368276948527e-06
Guyana,Rice,929600.0,0.06960897562648824,3.298401827,94.34484668,Lower water stress,0.0021661423240358023
Guyana,Sugar cane,700149.0,0.02872856803140768,3.298401827,94.34484668,Lower water stress,0.0008939963066787855
Haiti,Maize (corn),185000.0,0.009998507912719723,13.38379177,83.37931034,Lower water stress,0.001115764820822823
Haiti,Potatoes,35039.75,0.004711124404813479,13.38379177,83.37931034,Lower water stress,0.0005257291311160149
Haiti,Rice,140000.0,0.010483279461820517,13.38379177,83.37931034,Lower water stress,0.0011698619966558639
Haiti,Sugar cane,1529916.59,0.06277565609348046,13.38379177,83.37931034,Lower water stress,0.007005332124013373
Honduras,Maize (corn),683605.34,0.036946126492797056,4.621268764,73.30429372,Lower water stress,0.0012515827057947193
Honduras,Potatoes,27071.47,0.0036397823326700662,4.621268764,73.30429372,Lower water stress,0.00012330084511877438
Honduras,Rice,51128.99,0.0038285677912187617,4.621268764,73.30429372,Lower water stress,0.00012969611946698348
Honduras,Sugar cane,5507700.0,0.22599237326138302,4.621268764,73.30429372,Lower water stress,0.007655691485563324
Honduras,Wheat,1272.53,8.491437006373376e-05,4.621268764,73.30429372,Lower water stress,2.8765493742880366e-06
Hungary,Maize (corn),2765600.0,0.14946958639685223,8.108497409,11.04662266,Lower water stress,0.0013388216734517705
Hungary,Potatoes,199210.0,0.026783955156155313,8.108497409,11.04662266,Lower water stress,0.000239907933970012
Hungary,Rice,10150.0,0.0007600377609819876,8.108497409,11.04662266,Lower water stress,6.807773083299779e-06
Hungary,Wheat,4354710.0,0.2905844706688582,8.108497409,11.04662266,Lower water stress,0.0026028090173946627
Iceland,Potatoes,7200.0,0.0009680461679851325,0.394075282,0.107797341,Lower water stress,4.112286022007639e-09
India,Maize (corn),34722657.26,1.8766203425122425,66.49209283,90.40735874,High-pressure hotspot,1.1281067654121408
India,Potatoes,56176000.0,7.552911323990667,66.49209283,90.40735874,High-pressure hotspot,4.54033784571759
India,Rice,193473289.35,14.487389718955097,66.49209283,90.40735874,High-pressure hotspot,8.708912498111706
India,Sugar cane,439424890.0,18.030516143076454,66.49209283,90.40735874,High-pressure hotspot,10.838818478141203
India,Wheat,107742070.0,7.189496517498768,66.49209283,90.40735874,High-pressure hotspot,4.321875596019485
Indonesia,Maize (corn),16527273.0,0.8932328100874541,29.69654528,85.2067285,Water stressed,0.22601875956078052
Indonesia,Potatoes,1503998.26,0.20221385447907045,29.69654528,85.2067285,Water stressed,0.05116709108668871
Indonesia,Rice,54748977.08,4.099634478417474,29.69654528,85.2067285,Water stressed,1.0373491535468835
Indonesia,Sugar cane,32400000.0,1.3294393110860814,29.69654528,85.2067285,Water stressed,0.33639407398570104
Iran (Islamic Republic of),Maize (corn),320169.71,0.01730388853431448,81.28908129,92.17577706,High-pressure hotspot,0.012965603359256705
Iran (Islamic Republic of),Potatoes,2599088.74,0.3494497076403204,81.28908129,92.17577706,High-pressure hotspot,0.26183862050935863
Iran (Islamic Republic of),Rice,3629200.0,0.2717565558774216,81.28908129,92.17577706,High-pressure hotspot,0.2036240413128573
Iran (Islamic Republic of),Sugar cane,8258192.84,0.33885080864276573,81.28908129,92.17577706,High-pressure hotspot,0.25389698818928186
Iran (Islamic Republic of),Wheat,13284000.0,0.8864250681136313,81.28908129,92.17577706,High-pressure hotspot,0.6641880417844915
Iraq,Maize (corn),496003.0,0.026806972541798486,59.58384831,73.47020554,Severe water stress,0.011735121046397732
Iraq,Potatoes,270591.0,0.036381191755731256,59.58384831,73.47020554,Severe water stress,0.015926367231510963
Iraq,Rice,11637.0,0.0008713851649800384,59.58384831,73.47020554,Severe water stress,0.000381460844678806
Iraq,Wheat,2764692.0,0.18448451478569797,59.58384831,73.47020554,Severe water stress,0.0807606345259781
Ireland,Maize (corn),0.0,0.0,8.051010587,2.368798566,Lower water stress,0.0
Ireland,Potatoes,367950.0,0.04947119270974021,8.051010587,2.368798566,Lower water stress,9.434761152627872e-05
Ireland,Rice,0.0,0.0,8.051010587,2.368798566,Lower water stress,0.0
Ireland,Wheat,701240.0,0.04679288729027423,8.051010587,2.368798566,Lower water stress,8.923975571315718e-05
Israel,Maize (corn),50018.0,0.0027032722636671086,129.6695712,46.62571977,Severe water stress,0.0016343814041833097
Israel,Potatoes,488221.0,0.06564173169164852,129.6695712,46.62571977,Severe water stress,0.03968657802513965
Israel,Wheat,141600.0,0.009448794763993542,129.6695712,46.62571977,Severe water stress,0.0057126818714392635
Italy,Maize (corn),4697170.0,0.2538631968237281,29.76738039,50.22453321,Water stressed,0.03795388794132751
Italy,Potatoes,1332980.0,0.17922030291678084,29.76738039,50.22453321,Water stressed,0.026794381299930486
Italy,Rice,1236960.0,0.09262426687923934,29.76738039,50.22453321,Water stressed,0.013847816815382044
Italy,Wheat,6609520.0,0.44104518339343635,29.76738039,50.22453321,Water stressed,0.06593858297309571
Jamaica,Maize (corn),2426.0,0.00013111556862842186,12.38281888,17.06287064,Lower water stress,2.7702941292441134e-06
Jamaica,Potatoes,18669.0,0.0025100630430714504,12.38281888,17.06287064,Lower water stress,5.3034227628298e-05
Jamaica,Rice,0.0,0.0,12.38281888,17.06287064,Lower water stress,0.0
Jamaica,Sugar cane,479957.0,0.019693632821942666,12.38281888,17.06287064,Lower water stress,0.00041609975047837775
Japan,Maize (corn),169.35,9.152688189292352e-06,36.64367816,66.66666667,Water stressed,2.2359210688268764e-06
Japan,Potatoes,2283000.0,0.3069513057652858,36.64367816,66.66666667,Water stressed,0.0749854990654485
Japan,Rice,10451000.0,0.7825768118249017,36.64367816,66.66666667,Water stressed,0.19117661886282936
Japan,Sugar cane,1272000.0,0.052192802583379494,36.64367816,66.66666667,Water stressed,0.012750241734862677
Japan,Wheat,993500.0,0.0662950395340931,36.64367816,66.66666667,Water stressed,0.016195293949421655
Jordan,Maize (corn),0.0,0.0,105.2021265,51.64545734,Severe water stress,0.0
Jordan,Potatoes,144764.4,0.019463697594537074,105.2021265,51.64545734,Severe water stress,0.0105750394093869
Jordan,Wheat,20858.0,0.0013918288219447548,105.2021265,51.64545734,Severe water stress,0.0007562100968583404
Kazakhstan,Maize (corn),1098041.37,0.05934473149426273,34.62690707,56.74729472,Water stressed,0.011661140637332371
Kazakhstan,Potatoes,2204735.48,0.29642857400484196,34.62690707,56.74729472,Water stressed,0.05824771977826763
Kazakhstan,Rice,431391.0,0.03230280293081582,34.62690707,56.74729472,Water stressed,0.006347446832625616
Kazakhstan,Wheat,16404491.25,1.094651631560578,34.62690707,56.74729472,Water stressed,0.2150972176147989
Kenya,Maize (corn),3082220.0,0.16658162734455667,33.23990107,80.20833333,Water stressed,0.044412611935860075
Kenya,Potatoes,1831809.0,0.24628828929592747,33.23990107,80.20833333,Water stressed,0.06566334109716748
Kenya,Rice,192299.0,0.01439945826591874,33.23990107,80.20833333,Water stressed,0.0038390641407775815
Kenya,Sugar cane,8799800.0,0.36107407560787963,33.23990107,80.20833333,Water stressed,0.09626657546635001
Kenya,Wheat,368696.0,0.024602633010631092,33.23990107,80.20833333,Water stressed,0.006559349971059364
Kuwait,Maize (corn),22550.0,0.0012187370455774582,3850.5,62.272,Severe water stress,0.02922267408101191
Kuwait,Potatoes,14781.0,0.0019873181123594786,3850.5,62.272,Severe water stress,0.04765158300842168
Kuwait,Sugar cane,2.0,8.206415500531367e-08,3850.5,62.272,Severe water stress,1.967720653242018e-06
Kuwait,Wheat,40.0,2.6691510632750115e-06,3850.5,62.272,Severe water stress,6.400046004847129e-05
Kyrgyzstan,Maize (corn),732633.0,0.039595874851997774,50.03895598,92.68929504,High-pressure hotspot,0.01836486592031151
Kyrgyzstan,Potatoes,1257012.0,0.16900634023768438,50.03895598,92.68929504,High-pressure hotspot,0.07838641751821335
Kyrgyzstan,Rice,44248.0,0.0033133153544759593,50.03895598,92.68929504,High-pressure hotspot,0.0015367406949360618
Kyrgyzstan,Wheat,592507.0,0.03953726722619719,50.03895598,92.68929504,High-pressure hotspot,0.01833768326065924
Lao People's Democratic Republic,Maize (corn),462810.0,0.025013024038301697,4.791395046,95.91836735,Lower water stress,0.0011495555377391553
Lao People's Democratic Republic,Potatoes,300.0,4.033525699938052e-05,4.791395046,95.91836735,Lower water stress,1.8537389952837592e-06
Lao People's Democratic Republic,Rice,3781580.0,0.2831668567659374,4.791395046,95.91836735,Lower water stress,0.013013861410800251
Lao People's Democratic Republic,Sugar cane,1502200.0,0.0616383868244911,4.791395046,95.91836735,Lower water stress,0.0028327941796602086
Latvia,Maize (corn),0.0,0.0,1.015521509,29.07029373,Lower water stress,0.0
Latvia,Potatoes,130400.0,0.01753239170906407,1.015521509,29.07029373,Lower water stress,5.175826518421205e-05
Latvia,Rice,0.0,0.0,1.015521509,29.07029373,Lower water stress,0.0
Latvia,Wheat,2539400.0,0.16945105525201412,1.015521509,29.07029373,Lower water stress,0.0005002450777405377
Lebanon,Maize (corn),3000.0,0.0001621379661522117,58.79299156,38.04347826,Severe water stress,3.6265235069169905e-05
Lebanon,Potatoes,831109.0,0.11174331703166049,58.79299156,38.04347826,Severe water stress,0.024993514817853578
Lebanon,Wheat,152877.0,0.01020129517750735,58.79299156,38.04347826,Severe water stress,0.0022817133852227425
Lesotho,Maize (corn),72096.0,0.003896499602569952,2.565905097,8.675799087,Lower water stress,8.674105736459385e-06
Lesotho,Potatoes,133101.87,0.017895660445160454,2.565905097,8.675799087,Lower water stress,3.983802560193097e-05
Lesotho,Wheat,5704.0,0.00038062094162301667,2.565905097,8.675799087,Lower water stress,8.473108250726456e-07
Liberia,Rice,256000.0,0.01916942530161466,0.264311594,8.430431803,Lower water stress,4.271448026085539e-06
Liberia,Sugar cane,277971.07,0.011405730487736448,0.264311594,8.430431803,Lower water stress,2.5414942916312596e-06
Libya,Maize (corn),3824.8,0.00020671509764632646,817.1428571,83.19039451,High-pressure hotspot,0.0014052169170606218
Libya,Potatoes,330403.81,0.04442307529974831,817.1428571,83.19039451,High-pressure hotspot,0.3019811210203277
Libya,Wheat,130000.0,0.008674740955643788,817.1428571,83.19039451,High-pressure hotspot,0.05896953285359563
Lithuania,Maize (corn),99790.0,0.005393249214109735,2.165537131,19.55653216,Lower water stress,2.2840624288935805e-05
Lithuania,Potatoes,226420.0,0.030442362965999125,2.165537131,19.55653216,Lower water stress,0.000128924614340963
Lithuania,Rice,0.0,0.0,2.165537131,19.55653216,Lower water stress,0.0
Lithuania,Wheat,4482760.0,0.2991290905101673,2.165537131,19.55653216,Lower water stress,0.0012668235601572533
Luxembourg,Maize (corn),910.0,4.918184973283755e-05,3.95854063,1.026392962,Lower water stress,1.99826752660628e-08
Luxembourg,Potatoes,14610.0,0.0019643270158698316,3.95854063,1.026392962,Lower water stress,7.98109649956355e-07
Luxembourg,Rice,0.0,0.0,3.95854063,1.026392962,Lower water stress,0.0
Luxembourg,Wheat,85890.0,0.005731334620617269,3.95854063,1.026392962,Lower water stress,2.3286517116998734e-06
Madagascar,Maize (corn),266913.78,0.014425619142399627,11.26150628,95.89212873,Lower water stress,0.0015578079113310291
Madagascar,Potatoes,251258.0,0.03378185334383451,11.26150628,95.89212873,Lower water stress,0.0036480679185389876
Madagascar,Rice,4873948.0,0.3649639926170085,11.26150628,95.89212873,Lower water stress,0.03941208966058706
Madagascar,Sugar cane,3164339.6,0.12983942771192614,11.26150628,95.89212873,Lower water stress,0.014021227490876769
Madagascar,Wheat,2000.0,0.00013345755316375058,11.26150628,95.89212873,Lower water stress,1.4411945171511634e-05
Malawi,Maize (corn),3716479.0,0.20086078210246852,17.50483809,85.9375,Lower water stress,0.030215929814593197
Malawi,Potatoes,1442661.0,0.19396700732661104,17.50483809,85.9375,Lower water stress,0.029178884092653023
Malawi,Rice,136083.0,0.010189972278592297,17.50483809,85.9375,Lower water stress,0.0015328999716107906
Malawi,Sugar cane,2896300.0,0.11884120607094499,17.50483809,85.9375,Lower water stress,0.017877544357511238
Malawi,Wheat,163.0,1.0876790582845671e-05,17.50483809,85.9375,Lower water stress,1.6362195617242596e-06
Malaysia,Maize (corn),840.0,4.539863052261928e-05,3.43948718,45.64504373,Lower water stress,7.12738263854564e-07
Malaysia,Rice,2281736.0,0.17085768675783214,3.43948718,45.64504373,Lower water stress,0.00268238952638253
Malaysia,Sugar cane,25032.38,0.001027130556235957,3.43948718,45.64504373,Lower water stress,1.612549191409731e-05
Maldives,Maize (corn),147.01,7.945300801345547e-06,15.66666667,4.545666102,Lower water stress,5.658280576453505e-08
Mali,Maize (corn),3904687.0,0.21103266954699368,8.00308642,97.85962206,Lower water stress,0.016527635771461487
Mali,Potatoes,285310.0,0.03836017391497753,8.00308642,97.85962206,Lower water stress,0.0030042883121254543
Mali,Rice,2864723.0,0.2145120842121776,8.00308642,97.85962206,Lower water stress,0.01680013622557357
Mali,Sugar cane,665000.0,0.027286331539266795,8.00308642,97.85962206,Lower water stress,0.00213700821862521
Mali,Wheat,33542.0,0.0022382166241092607,8.00308642,97.85962206,Lower water stress,0.00017529242851505676
Malta,Maize (corn),0.0,0.0,72.60000792,34.52932513,Severe water stress,0.0
Malta,Potatoes,7120.0,0.0009572900994519645,72.60000792,34.52932513,Severe water stress,0.00023997628487598045
Malta,Rice,0.0,0.0,72.60000792,34.52932513,Severe water stress,0.0
Malta,Wheat,0.0,0.0,72.60000792,34.52932513,Severe water stress,0.0
Mauritania,Maize (corn),17896.0,0.0009672070140866602,13.24621733,90.57917346,Lower water stress,0.00011604853624595543
Mauritania,Potatoes,2394.45,0.00032193585374055565,13.24621733,90.57917346,Lower water stress,3.8626875164840424e-05
Mauritania,Rice,394700.0,0.029555360025575416,13.24621733,90.57917346,Lower water stress,0.003546144950602003
Mauritania,Wheat,2000.0,0.00013345755316375058,13.24621733,90.57917346,Lower water stress,1.6012656515156714e-05
Mauritius,Maize (corn),823.1,4.4485253313295157e-05,22.97346419,47.86729858,Lower water stress,4.8919439704012376e-06
Mauritius,Potatoes,16518.9,0.00222098025615689,22.97346419,47.86729858,Lower water stress,0.0002442362392761679
Mauritius,Rice,0.0,0.0,22.97346419,47.86729858,Lower water stress,0.0
Mauritius,Sugar cane,2256806.0,0.09260143870046096,22.97346419,47.86729858,Lower water stress,0.010183173433021971
Mexico,Maize (corn),26553239.3,1.4350960716183259,44.94514734,76.30113801,Water stressed,0.4921469516980084
Mexico,Potatoes,1878976.0,0.25262993285222674,44.94514734,76.30113801,Water stressed,0.08663604745338796
Mexico,Rice,246317.45,0.018444390461950018,44.94514734,76.30113801,Water stressed,0.006325256351332769
Mexico,Sugar cane,55556083.44,2.27958152145415,44.94514734,76.30113801,Water stressed,0.781751911330674
Mexico,Wheat,3610847.35,0.24094742608940645,44.94514734,76.30113801,Water stressed,0.08262968843309619
Mongolia,Potatoes,214005.37,0.028773205327325063,3.395007342,54.26038062,Lower water stress,0.0005300438484539169
Mongolia,Wheat,401903.45,0.026818525522534886,3.395007342,54.26038062,Lower water stress,0.0004940358335511695
Morocco,Maize (corn),35783.2,0.0019339384234726073,50.75121202,87.7768191,High-pressure hotspot,0.0008615270126155914
Morocco,Potatoes,1768362.0,0.23775778579312848,50.75121202,87.7768191,High-pressure hotspot,0.10591586186733262
Morocco,Rice,49110.0,0.003677384674071469,50.75121202,87.7768191,High-pressure hotspot,0.001638193953870749
Morocco,Sugar cane,571894.35,0.023466013292531555,50.75121202,87.7768191,High-pressure hotspot,0.010453592567653344
Morocco,Wheat,2707652.17,0.18067831671335982,50.75121202,87.7768191,High-pressure hotspot,0.08048821438842434
Mozambique,Maize (corn),2382511.0,0.1287651626250907,1.751486326,73.04820095,Lower water stress,0.0016474591557595086
Mozambique,Potatoes,495839.0,0.06666597831771946,1.751486326,73.04820095,Lower water stress,0.000852944027081055
Mozambique,Rice,245792.0,0.018405044467712777,1.751486326,73.04820095,Lower water stress,0.00023547952258467432
Mozambique,Sugar cane,2969375.0,0.12183962513445165,1.751486326,73.04820095,Lower water stress,0.0015588518033133446
Mozambique,Wheat,16000.0,0.0010676604253100047,1.751486326,73.04820095,Lower water stress,1.3659959783068843e-05
Myanmar,Maize (corn),2303491.0,0.12449444859664142,5.801501397,88.55573591,Lower water stress,0.006395979801844515
Myanmar,Potatoes,439120.0,0.05904006017855992,5.801501397,88.55573591,Lower water stress,0.0030332198476193035
Myanmar,Rice,27983100.0,2.095390410771927,5.801501397,88.55573591,Lower water stress,0.10765198685845243
Myanmar,Sugar cane,10880602.0,0.4464537045395629,5.801501397,88.55573591,Lower water stress,0.02293683701468065
Myanmar,Wheat,96723.0,0.0064542074573287235,5.801501397,88.55573591,Lower water stress,0.0003315889262479325
Namibia,Maize (corn),98856.0,0.005342770260647681,0.314668328,71.48492106,Lower water stress,1.2018049109089205e-05
Namibia,Potatoes,14518.66,0.0019520462746220868,0.314668328,71.48492106,Lower water stress,4.390940812936797e-06
Namibia,Wheat,18489.0,0.0012337483502222924,0.314668328,71.48492106,Lower water stress,2.7751985464244636e-06
Nepal,Maize (corn),3106397.0,0.16788829721377732,8.311832662,98.13522023,Lower water stress,0.013694371871560362
Nepal,Potatoes,3410829.0,0.4585888809864669,8.311832662,98.13522023,Lower water stress,0.037406339671161165
Nepal,Rice,5486472.0,0.4108301373960953,8.311832662,98.13522023,Lower water stress,0.03351073762087497
Nepal,Sugar cane,3159634.0,0.1296463471680296,8.311832662,98.13522023,Lower water stress,0.01057503899540842
Nepal,Wheat,2144568.0,0.14310439893663912,8.311832662,98.13522023,Lower water stress,0.011672790111148043
Netherlands (Kingdom of the),Maize (corn),176900.0,0.00956073540410875,16.65850698,3.219295516,Lower water stress,5.127293979717159e-05
Netherlands (Kingdom of the),Potatoes,6915900.0,0.9298486796067194,16.65850698,3.219295516,Lower water stress,0.004986653573684917
Netherlands (Kingdom of the),Rice,0.0,0.0,16.65850698,3.219295516,Lower water stress,0.0
Netherlands (Kingdom of the),Wheat,1162860.0,0.07759622513599951,16.65850698,3.219295516,Lower water stress,0.00041613813286539315
New Zealand,Maize (corn),188249.0,0.010174103330062568,8.04808476,64.94532199,Lower water stress,0.0005317855839899541
New Zealand,Potatoes,428404.16,0.05759930631067911,8.04808476,64.94532199,Lower water stress,0.0030106319692403175
New Zealand,Wheat,402557.0,0.026862136114469973,8.04808476,64.94532199,Lower water stress,0.0014040447867913685
Nicaragua,Maize (corn),380992.47,0.020591114735035842,2.220900209,85.04495457,Lower water stress,0.00038891747455247383
Nicaragua,Potatoes,56416.18,0.007585203730744372,2.220900209,85.04495457,Lower water stress,0.00014326656506399038
Nicaragua,Rice,504391.33,0.037769109075066684,2.220900209,85.04495457,Lower water stress,0.0007133691743545271
Nicaragua,Sugar cane,7351420.91,0.30164407253377207,2.220900209,85.04495457,Lower water stress,0.005697343364511813
Niger,Maize (corn),46109.82,0.002492050811481525,11.02093771,91.02310611,Lower water stress,0.0002499925648706627
Niger,Potatoes,359139.63,0.048286630915708104,11.02093771,91.02310611,Lower water stress,0.004843921582965041
Niger,Rice,144422.0,0.010814401331678878,11.02093771,91.02310611,Lower water stress,0.0010848574651814058
Niger,Sugar cane,650000.0,0.026670850376726944,11.02093771,91.02310611,Lower water stress,0.0026755129800085454
Niger,Wheat,5774.51,0.00038532598765980475,11.02093771,91.02310611,Lower water stress,3.8654361107961715e-05
Nigeria,Maize (corn),12948920.0,0.6998371842225658,9.668217054,44.16833667,Lower water stress,0.029885081901845363
Nigeria,Potatoes,1227512.85,0.1650401542493068,9.668217054,44.16833667,Lower water stress,0.007047694289512273
Nigeria,Rice,8502000.0,0.6366345856028433,9.668217054,44.16833667,Lower water stress,0.027186147237123152
Nigeria,Sugar cane,1509331.02,0.06193098738980409,9.668217054,44.16833667,Lower water stress,0.0026446331691598753
Nigeria,Wheat,31373.56,0.0020935192758180596,9.668217054,44.16833667,Lower water stress,8.939935806700072e-05
North Macedonia,Maize (corn),146980.0,0.007943679421684027,52.55324298,6.401105227,Severe water stress,0.00026722445295607796
North Macedonia,Potatoes,196886.0,0.02647149136526678,52.55324298,6.401105227,Severe water stress,0.0008904978944272822
North Macedonia,Rice,18981.0,0.001421308053320109,52.55324298,6.401105227,Severe water stress,4.781263780531774e-05
North Macedonia,Wheat,224632.0,0.01498941854113981,52.55324298,6.401105227,Severe water stress,0.0005042422984557728
Norway,Potatoes,376400.0,0.050607302448556095,2.044007605,31.41698056,Lower water stress,0.00032498262258856347
Norway,Wheat,384000.0,0.02562385020744011,2.044007605,31.41698056,Lower water stress,0.00016454751860554826
Oman,Maize (corn),22161.0,0.001197713155966388,116.7142857,80.78328982,High-pressure hotspot,0.0011292715106149477
Oman,Potatoes,12861.0,0.0017291724675634432,116.7142857,80.78328982,High-pressure hotspot,0.001630361322184513
Oman,Sugar cane,1704.39,6.99346625747533e-05,116.7142857,80.78328982,High-pressure hotspot,6.593834396551843e-05
Oman,Wheat,3547.0,0.00023668697053591165,116.7142857,80.78328982,High-pressure hotspot,0.00022316182420514843
Pakistan,Maize (corn),10984509.0,0.5936686494802217,109.9932519,93.97656037,High-pressure hotspot,0.6136626661715445
Pakistan,Potatoes,7936884.0,1.067120853047571,109.9932519,93.97656037,High-pressure hotspot,1.1030601470732404
Pakistan,Rice,10983081.0,0.8224193391057941,109.9932519,93.97656037,High-pressure hotspot,0.8501173925700367
Pakistan,Sugar cane,87981135.0,3.6100487500917136,109.9932519,93.97656037,High-pressure hotspot,3.7316306713014966
Pakistan,Wheat,26208672.0,1.7488726183956507,109.9932519,93.97656037,High-pressure hotspot,1.8077724581527523
Palestine,Potatoes,82000.0,0.011024970246497344,48.11011268,35.42600897,Water stressed,0.0018790400138566103
Palestine,Wheat,32811.0,0.00218943788842791,48.11011268,35.42600897,Water stressed,0.0003731566896080112
Panama,Maize (corn),97370.0,0.005262457921413618,0.90107111,36.82516097,Lower water stress,1.7461934537662958e-05
Panama,Potatoes,26975.73,0.003626910007652997,0.90107111,36.82516097,Lower water stress,1.2034844947628317e-05
Panama,Rice,421247.0,0.03154321445323934,0.90107111,36.82516097,Lower water stress,0.00010466697389610108
Panama,Sugar cane,1800000.0,0.0738577395047823,0.90107111,36.82516097,Lower water stress,0.00024507540612996086
Papua New Guinea,Maize (corn),12979.78,0.0007015050434343848,0.132242833,0.25503698,Lower water stress,2.3659529246574626e-09
Papua New Guinea,Potatoes,1267.34,0.00017039494868531635,0.132242833,0.25503698,Lower water stress,5.746878528701422e-10
Papua New Guinea,Rice,876.94,6.566576493749204e-05,0.132242833,0.25503698,Lower water stress,2.2146969584582966e-10
Papua New Guinea,Sugar cane,319000.0,0.01308923272334753,0.132242833,0.25503698,Lower water stress,4.414581011664941e-08
Paraguay,Maize (corn),4624678.0,0.24994529500962603,1.835399711,78.61583092,Lower water stress,0.003606497487398752
Paraguay,Potatoes,1259.0,0.0001692736285407336,1.835399711,78.61583092,Lower water stress,2.4424741261543415e-06
Paraguay,Rice,975069.0,0.07301372015398479,1.835399711,78.61583092,Lower water stress,0.001053525725582634
Paraguay,Sugar cane,5048888.0,0.20716636371823405,1.835399711,78.61583092,Lower water stress,0.0029892339849588796
Paraguay,Wheat,972872.0,0.06491855833076217,1.835399711,78.61583092,Lower water stress,0.0009367194429342076
Peru,Maize (corn),1611950.53,0.08711946015739325,4.82842772,81.45375979,Lower water stress,0.0034263525389500835
Peru,Potatoes,6047211.38,0.8130527504729285,4.82842772,81.45375979,Lower water stress,0.03197684364492535
Peru,Rice,3347685.78,0.2506766113007328,4.82842772,81.45375979,Lower water stress,0.009858950480569287
Peru,Sugar cane,11968230.66,0.4910813680107938,4.82842772,81.45375979,Lower water stress,0.019313915502632634
Peru,Wheat,212403.98,0.014173457726521108,4.82842772,81.45375979,Lower water stress,0.0005574330095621699
Philippines,Maize (corn),8255609.7,0.44618258870149025,27.83151711,74.62601713,Water stressed,0.09267012801479957
Philippines,Potatoes,107416.19,0.014442198765147627,27.83151711,74.62601713,Water stressed,0.002999580087327914
Philippines,Rice,19756513.4,1.4793789368814416,27.83151711,74.62601713,Water stressed,0.3072603883136316
Philippines,Sugar cane,23455403.5,0.9624239342680884,27.83151711,74.62601713,Water stressed,0.19989114647591114
Poland,Maize (corn),8344890.0,0.4510078307879767,32.48528903,13.01933649,Water stressed,0.01907478578235313
Poland,Potatoes,6030930.0,0.8108637049842468,32.48528903,13.01933649,Water stressed,0.034294418888994656
Poland,Rice,0.0,0.0,32.48528903,13.01933649,Water stressed,0.0
Poland,Wheat,13195120.0,0.8804942144510343,32.48528903,13.01933649,Water stressed,0.03723935013259312
Portugal,Maize (corn),717990.0,0.038804479439208825,12.31571228,55.42852604,Lower water stress,0.0026489558870298954
Portugal,Potatoes,319830.0,0.043001417487039575,12.31571228,55.42852604,Lower water stress,0.0029354564124838634
Portugal,Rice,155570.0,0.011649169899110128,12.31571228,55.42852604,Lower water stress,0.0007952210061624882
Portugal,Wheat,61920.0,0.004131845845949718,12.31571228,55.42852604,Lower water stress,0.0002820570598060748
Puerto Rico,Maize (corn),385.0,2.08077056562005e-05,19.53561063,3.466178042,Lower water stress,1.4089709958064324e-07
Puerto Rico,Rice,3181.0,0.00023819508548607906,19.53561063,3.466178042,Lower water stress,1.6129119295452476e-06
Qatar,Maize (corn),1151.0,6.220693301373189e-05,431.0344828,33.30727837,Severe water stress,8.930791528582833e-05
Qatar,Potatoes,466.4,6.270787954837026e-05,431.0344828,33.30727837,Severe water stress,9.002710346165977e-05
Qatar,Wheat,0.9,6.005589892368775e-08,431.0344828,33.30727837,Severe water stress,8.621976480189138e-08
Republic of Korea,Maize (corn),91211.0,0.004929588676903128,85.22183304,58.93213204,Severe water stress,0.0024757894495037016
Republic of Korea,Potatoes,480601.0,0.06461721616386426,85.22183304,58.93213204,Severe water stress,0.03245273237184104
Republic of Korea,Rice,4998223.0,0.3742697751535638,85.22183304,58.93213204,Severe water stress,0.18796967076276105
Republic of Korea,Wheat,34562.0,0.0023062799762227737,85.22183304,58.93213204,Severe water stress,0.0011582839881726296
Republic of Moldova,Maize (corn),752297.0,0.0406586351741368,12.56311256,6.892230576,Lower water stress,0.00035205445564884784
Republic of Moldova,Potatoes,171799.0,0.023098522724121915,12.56311256,6.892230576,Lower water stress,0.00020000518485446006
Republic of Moldova,Wheat,855007.0,0.05705357107893945,12.56311256,6.892230576,Lower water stress,0.0004940147110937869
Romania,Maize (corn),8037130.0,0.4343746373003084,7.63130793,36.25322046,Lower water stress,0.012017386509642824
Romania,Potatoes,1345780.0,0.18094127388208772,7.63130793,36.25322046,Lower water stress,0.0050059120332223055
Romania,Rice,16900.0,0.0012654815921769053,7.63130793,36.25322046,Lower water stress,3.501074903577771e-05
Romania,Wheat,8684240.0,0.5794887107433847,7.63130793,36.25322046,Lower water stress,0.016032105047061686
Russian Federation,Maize (corn),15862434.06,0.8573009322373234,4.122242749,28.75655662,Lower water stress,0.010162574447106464
